scare the life out of,Frighten severely,You scared the life out of me!,4
scare the living daylights out of,Extremely frighten,That movie scared the living daylights out of me,4
scare the pants off,Frighten intensely,That prank scared the pants off her,4
scholar and gentleman,Polite phrase praising a man,He’s a true scholar and gentleman,3
school of hard knocks,Learning through tough experience,He graduated from the school of hard knocks,4
scope out,Inspect or evaluate,Let’s scope out the venue first,4
score off,Get advantage over or mock,She scored off him with a clever reply,3
Scotch mist,Something imaginary or insubstantial,It’s real rain, not just Scotch mist,2
scrape along,Barely survive financially,They’re just scraping along these days,3
scrape someone off the ceiling,Calm someone down,We’ll have to scrape her off the ceiling after that shock,3
scrape the bottom of the barrel,Use the last or worst resources,They’re scraping the bottom of the barrel for ideas,4
scrape through,Barely succeed,He scraped through the exam,4
scrape together,Collect with effort,They scraped together enough cash for rent,4
scratch an itch,Fulfill a desire,He built the app to scratch an itch,3
scratch beneath the surface,Explore deeper,We’ve only scratched beneath the surface,4
scratch by,Survive with difficulty,They’re scratching by on one income,3
scratch one's head,Be puzzled,He scratched his head in confusion,4
scratch one's own itch,Solve a personal problem by creating something,He coded it to scratch his own itch,3
scratch that,Cancel or ignore previous statement,Scratch that — new plan!,4
scratch the itch,Satisfy a craving,That hobby scratches the itch for creativity,3
scratch the surface,Touch lightly on a topic,We’ve barely scratched the surface of this issue,5
scratch together,Assemble quickly or with difficulty,We scratched together a team,4
scream bloody murder,Scream or complain loudly,She screamed bloody murder when she saw the bug,4
screaming trots,Severe diarrhea (slang),He caught the screaming trots after bad food,2
scream loudest,Complain the most,The ones who scream loudest often get ignored,3
scream one's head off,Shout loudly,The fans screamed their heads off,4
screen door on a submarine,Completely useless,That idea’s like a screen door on a submarine,4
screwed, blued and tattooed,Utterly deceived or defeated,He got screwed, blued, and tattooed in the deal,2
screwed up,Messed or emotionally troubled,He’s all screwed up after the breakup,5
screw it,Give up or dismiss something,Screw it — let’s go home,5
screw off,Go away rudely,Screw off, I’m busy,4
screw the pooch,Make a major mistake,They really screwed the pooch on that launch,4
screw this,Express frustration,Screw this, I’m done!,5
screw you,Hostile insult,Screw you!,5
sea change,Major transformation,There’s been a sea change in attitudes,4
seagull approach,Management style of brief interference,He uses the seagull approach — swoops in, yells, and leaves,2
seagull manager,Manager who intervenes briefly and disruptively,A seagull manager visited and messed everything up,3
sea legs,Ability to balance at sea,It took him days to get his sea legs,4
sea load,Large shipment,The vessel carried a full sea load,2
seal the deal,Finalize an agreement,They sealed the deal with a handshake,5
seat-of-the-pants,Unplanned or intuitive,It was a seat-of-the-pants decision,4
second banana,Assistant or supporting role,He’s always the second banana in the show,3
second childhood,Regression to childish behavior in old age,He’s in his second childhood,2
second fiddle,Subordinate position,She’s tired of playing second fiddle,4
second gear,Moderate effort level,They shifted into second gear for the final push,3
second nature,Automatic or instinctive,Typing is second nature to her now,5
second-rate,Inferior quality,It’s a second-rate product,4
second string,Backup or substitute group,The second string will play tomorrow,3
second Tuesday of the week,Nonexistent time (never),He’ll do it the second Tuesday of the week,2
see a man,Excuse to leave discreetly,Excuse me, I’ve got to see a man about a dog,3
see a man about a dog,Polite excuse to go to the toilet or leave,He slipped out to see a man about a dog,4
see a man about a horse,Same as above,He went to see a man about a horse,3
see daylight,Find a way out,We’re starting to see daylight on this project,4
see eye to eye,Agree completely,We don’t see eye to eye on politics,5
see for oneself,Verify personally,You have to see it for yourself,5
seeing is believing,Experience proves reality,Seeing is believing,5
see into a millstone,Perceive the impossible,No one can see into a millstone,2
see one's way clear to,Be able or willing to do something,I can’t see my way clear to lending that much,3
see past the end of one's nose,Lack foresight,He can’t see past the end of his nose,3
see red,Become very angry,She saw red when she heard the news,5
see someone's etchings,Invite for intimacy (euphemism),He asked her in to see his etchings,3
see something green in one's eye,Be envious or ill (archaic),He’s got something green in his eye today,1
see stars,Be dazed or stunned,He got hit and saw stars,4
see the dark side of the moon,Explore the unknown,They wanted to see the dark side of the moon,3
see the forest for the trees,Understand the big picture,He can’t see the forest for the trees,5
see the light,Understand or convert,He finally saw the light,5
see the light of day,Come into existence or be revealed,The plan may never see the light of day,4
see the trees through the forest,Focus too narrowly,He tries to see the trees through the forest,2
see the wood for the trees,Synonym of “see the forest for the trees,”She can’t see the wood for the trees,5
see things,Imagine or hallucinate,He thought he saw ghosts — must be seeing things,4
see through,Perceive deception,I can see through his lies,5
see what sticks,Experiment and observe results,Let’s throw ideas out and see what sticks,4
see which way the cat jumps,Wait and observe before acting,We’ll see which way the cat jumps,3
see with half an eye,Recognize easily,Anyone can see with half an eye that it’s fake,3
see yellow,Be cowardly or afraid,He saw yellow and backed down,2
see you later,Goodbye,See you later!,5
see you next Tuesday,Insult disguised as farewell (C U Next Tuesday = C***),He muttered “see you next Tuesday” — very rude,3
seismic shift,Major or sudden change,There’s been a seismic shift in politics,4
seize the day,Take opportunity (Latin: carpe diem),Seize the day and enjoy life,5
seize the opportunity,Take advantage of a chance,He seized the opportunity to travel,5
self-contained,Independent and complete,The apartment is self-contained,4
sell bargains,Offer goods at discount,The shop sells bargains every weekend,3
sell-by date,Expiration or relevance limit,That joke’s past its sell-by date,4
sell dearly,Cause heavy losses before defeat,The soldiers sold their lives dearly,3
sell down,Reduce holdings or inventory,They sold down their stock before the crash,3
sell down the river,Betray someone,He sold his partner down the river,4
seller's market,Market favoring sellers,It’s a seller’s market for housing,4
sell ice to Eskimos,Convince anyone to buy anything,He could sell ice to Eskimos,5
selling point,Feature that attracts buyers,The camera’s low-light ability is its main selling point,5
sell like hot cakes,Sell very quickly,The new phones are selling like hot cakes,5
sell one's birthright for a mess of pottage,Trade something valuable for little,He sold his birthright for a mess of pottage,3
sell one's body,Engage in prostitution,She was forced to sell her body to survive,4
sell one's own grandmother,Betray or deceive for gain,He’d sell his own grandmother for a profit,4
sell one's soul,Betray morals for personal gain,He sold his soul for fame,5
sellout,Person or act that betrays principles,He’s a sellout to corporate money,4
sell someone a bill of goods,Deceive someone with false claims,They sold investors a bill of goods,4
sell the family silver,Sell valuable assets out of desperation,The company sold the family silver to stay afloat,3
sell the pass,Betray a cause or ally,He sold the pass when he leaked the plans,2
send a message,Make a strong statement or warning,The verdict sends a message to others,5
send away,Dispatch or remove,They sent the package away this morning,4
send away for,Order by mail,He sent away for a new toolset,3
send for a toss,Discard or reject rudely,He sent the idea for a toss,2
send shivers down someone's spine,Frighten or thrill deeply,That scream sent shivers down my spine,5
send someone packing,Dismiss or expel,The manager sent him packing after the argument,4
send someone to the showers,Remove someone from participation,The coach sent the player to the showers early,3
send to Coventry,Ostracize or ignore someone,They sent him to Coventry after the scandal,3
send to dorse,Send to a lesser or remote post (archaic),He was sent to dorse after the failure,1
send to the glue factory,Dispose of something worn out,That old truck’s ready for the glue factory,2
send word,Deliver a message,Send word when you arrive,4
sense of craft,Understanding of skill or artistry,She has a deep sense of craft in her work,3
separate the wheat from the chaff,Distinguish valuable from worthless,The test separates the wheat from the chaff,4
serve notice,Announce formally,They served notice of intent to leave,4
serve someone right,Be deserved punishment,It served him right for lying,5
serve the turn,Be adequate or sufficient,This old laptop will serve the turn,3
serve time,Be in prison,He served time for fraud,4
serve two masters,Try to satisfy conflicting interests,You can’t serve two masters,4
serve up,Present or provide,They served up a great performance,4
set a spell,Sit and rest a while,Set a spell and tell me your story,2
set back,Delay or cost,The storm set construction back two weeks,4
set by the ears,Cause conflict,His remark set them all by the ears,2
set down,Put or write something down,He set down his thoughts in a journal,4
set eyes on,See or notice,She loved him the moment she set eyes on him,4
set foot,Enter or go into,He’s never set foot in that city,5
set for life,Financially secure forever,After the sale he’s set for life,4
set in motion,Start a process,They set the plan in motion,4
set in one's ways,Unwilling to change,He’s too set in his ways to adapt,4
set in stone,Fixed and unchangeable,The deadline isn’t set in stone,5
set off,Begin a journey or trigger,The alarm set off when I entered,5
set of pipes,Voice quality,She’s got quite a set of pipes!,3
set of wheels,Vehicle,He’s proud of his new set of wheels,4
set one's cap at,Pursue romantically,She set her cap at the new teacher,2
set one's hair on fire,Work frantically,He’s running around like his hair’s on fire,4
set one's heart on,Desire strongly,She’s set her heart on becoming a doctor,4
set one's shoulder to the wheel,Work hard toward a goal,We must set our shoulders to the wheel,3
set one's watch back,Adjust to earlier time,Don’t forget to set your watch back an hour,4
set one's watch by someone,Trust someone’s punctuality,You can set your watch by her,3
set out one's stall,Present one’s position clearly,He set out his stall during the debate,3
set pulses racing,Excite strongly,The film’s opening scene set pulses racing,3
set store by,Value or believe in,He sets great store by honesty,4
set straight,Correct or clarify,She set him straight on the facts,4
set the bar,Establish a standard,They set the bar for quality,5
set the pace,Lead by example,That runner set the pace early,4
set the record straight,Clarify the truth,She set the record straight in her interview,5
set the stage,Prepare the way,The meeting set the stage for negotiations,4
set the Thames on fire,Do something extraordinary (often ironic),He’ll never set the Thames on fire,3
set the wheels in motion,Start a process or action,They’ve set the wheels in motion for reform,5
set the world on fire,Achieve something remarkable,Her music hasn’t set the world on fire yet,4
settle a score,Take revenge,He finally settled the score,4
settle for,Accept less than desired,She settled for a smaller apartment,5
settle in,Adjust to new surroundings,It took weeks to settle in,4
settle into,Become comfortable with,He’s settled into his new role,4
settle one's account,Pay debts or make amends,He settled his account with the landlord,3
settle someone's hash,Deal with or punish someone,The boss settled his hash after the mistake,3
settle upon,Decide on,They settled upon a compromise,4
settle with,Resolve a dispute with,He settled with the company out of court,4
set to work,Begin working,They set to work immediately,5
set up one's staff,Erect or organize one’s team or gear (archaic),He set up his staff at the campsite,2
set up shop,Start a business or operation,They set up shop downtown,5
sew buttons,Do menial or repetitive work,He was left to sew buttons in the factory,2
sex machine,Very sexually attractive or active person,He thinks he’s a sex machine,3
sex on legs,Extremely attractive person,She walked in — pure sex on legs,3
sex pact,Mutual sexual agreement,The group made a secret sex pact,2
sex talk,Conversation about sexual topics,They engaged in some awkward sex talk,3
sexual congress,Sexual intercourse (formal),The report mentions sexual congress,2
sexual relation,Physical sexual connection,They had no sexual relation,3
sexual relations,Sexual intercourse,The president denied having sexual relations,4
sexual tension,Unspoken attraction between people,There’s clear sexual tension between them,5
sex up,Make more exciting or appealing,They tried to sex up the presentation,4
sexy up,Enhance attractiveness or appeal,They sexy’d up the ad campaign,3
shacked up,Living together without marriage,They’ve been shacked up for years,4
shadow of one's former self,Weakened or diminished version of past self,He’s a shadow of his former self,4
shake,Move or tremble,He shook with fear,5
shake a leg,Hurry up,Come on, shake a leg!,5
shake a stick at,Large number of things,There were more books than you could shake a stick at,4
shake like a leaf,Tremble from fear,He was shaking like a leaf,5
shake off the dust from one's feet,Leave a place in defiance,He shook off the dust from his feet and left,2
shake out,Sort or settle,Let’s shake out the details tomorrow,3
shake the pagoda tree,Seek wealth or fortune,He went to the city to shake the pagoda tree,2
shake the plum tree,Try to get benefits from a source,They’re shaking the plum tree for more funding,2
shake up,Cause change or disturbance,The new CEO shook up the company,4
sham Abraham,Pretend to be ill or deceive,He sham’d Abraham to avoid work,1
shank-nag,Old or worn-out horse,They sold the shank-nag for next to nothing,1
shanks' mare,Travel on foot,We missed the bus so we used shanks’ mare,3
shanks' nag,Same as “shanks’ mare,”He went by shanks’ nag to the market,1
shanks' pony,Travel on foot (British),We’ll take shanks’ pony home,3
shape up,Improve behavior or performance,You’d better shape up or you’re fired,5
shape up or ship out,Improve or leave,It’s shape up or ship out time,5
share and share alike,Equal division among all,They split the profits share and share alike,4
shark bait,Person likely to fail or suffer,He’s shark bait in that meeting,3
sharp cookie,Clever person,She’s a sharp cookie,5
sharp-set,Hungry or eager,He came home sharp-set for dinner,2
sharp tongue,Ability to speak harshly,She’s known for her sharp tongue,4
shatter the ice,Break tension in a social situation,His joke shattered the ice,4
shave down,Reduce slightly,They shaved down the cost estimates,3
sheathe the sword,Stop fighting or arguing,It’s time to sheathe the sword and negotiate,3
shed a tear,Cry slightly,He shed a tear at the ending,5
shed blood,Cause injury or death,No blood was shed in the protest,4
shed find,Discover through effort,They shed find the lost records at last,1
shed light upon,Clarify or explain,The report sheds light upon the issue,5
shedload,Large amount (British slang),They made a shedload of money,4
she'll be right,Everything will be fine (Australian),Don’t worry, she’ll be right,3
shift gears,Change focus or strategy,We need to shift gears for phase two,4
shift the dial,Cause real progress,That innovation really shifted the dial,3
shifty,Deceitful or suspicious,He gave me a shifty look,4
shifty-eyed,Having a suspicious or sneaky look,The suspect gave a shifty-eyed glance,4
shimmy on down,Move or dance smoothly,She shimmied on down to the stage,3
shirtless,Without wearing a shirt,He jogged shirtless through the park,4
shit a brick,Be extremely surprised or scared,He nearly shit a brick when he saw the bill,4
shit-eating grin,Smug or foolish smile,He walked in with a shit-eating grin,5
shit in someone's cereal,Anger or offend someone deeply,You really shit in his cereal with that comment,3
shit in someone's Cheerios,Synonym of “shit in someone’s cereal,”He acts like I shit in his Cheerios,3
shit one's pants,Be very scared or surprised,He almost shit his pants during the jump scare,5
shit on toast,Something awful or worthless,That movie was pure shit on toast,2
shit or get off the can,Make a decision or stop delaying,It’s time to shit or get off the can,4
shit or get off the pot,Act or step aside,Shit or get off the pot — we need progress,5
shit out of luck,Having no options or chances,We’re shit out of luck without a backup plan,5
shit stain,Disgusting or contemptible person,That guy’s a real shit stain,4
shit-stir,Deliberately cause trouble,He loves to shit-stir at meetings,4
shitstorm,Major controversy or chaos,The leak caused a political shitstorm,5
shit the bed,Fail disastrously,The software update completely shit the bed,4
shitting match,Hostile argument,The debate turned into a shitting match,3
shock to the system,Unexpected and disturbing change,The sudden layoff was a shock to the system,5
shoe-leather,Hard effort or investigation,It took a lot of shoe-leather reporting,3
shoot down,Reject or destroy,They shot down my proposal immediately,5
shoot 'em up,Action movie with lots of gunfire,It’s a classic 80s shoot ’em up,4
shoot first and ask questions later,Act rashly before thinking,He tends to shoot first and ask questions later,4
shoot from the lip,Speak impulsively,He shoots from the lip and regrets it later,3
shoot holes,Critique or find flaws,She shot holes in his argument,4
shoot off,Leave suddenly or speak impulsively,He shot off before the meeting ended,3
shoot off at the mouth,Talk carelessly or boast,He’s always shooting off at the mouth,4
shoot one's bolt,Expend all energy or resources,He shot his bolt too early in the race,3
shoot oneself in the foot,Harm oneself by mistake,He shot himself in the foot with that remark,5
shoot one's load,Expend all energy or complete prematurely,He shot his load on the first project,3
shoot the boots,Drink from a boot (slang),They made the rookie shoot the boots,2
shoot the breeze,Chat casually,We sat and shot the breeze all afternoon,5
shoot the bull,Talk idly or brag,They were just shooting the bull,4
shoot the messenger,Blame the bearer of bad news,Don’t shoot the messenger!,5
short end of the stick,Unfair or worse outcome,He got the short end of the stick in the deal,5
short fuse,Quick temper,Be careful — he’s got a short fuse,5
short hairs,Be under someone’s control,She’s got him by the short hairs,4
short leash,Close control or restriction,The intern’s on a short leash,4
short of a length,Cricket term for ball not quite full length,The bowler kept it just short of a length,2
short on looks,Unattractive,He’s a bit short on looks,3
short-sheet,Trick of folding bed linens short,They short-sheeted his bed at camp,3
short strokes,Final stage of completion,We’re down to the short strokes now,3
short temper,Easily angered,He’s known for his short temper,5
shot across the bow,Warning signal,That memo was a shot across the bow,4
shotgun approach,Non-targeted, broad strategy,They took a shotgun approach to marketing,4
shotgun wedding,Marriage forced by pregnancy,It was a classic shotgun wedding,4
shot heard round the world,Event with huge impact,That victory was the shot heard round the world,3
shot in the dark,Guess or attempt with little chance,It was just a shot in the dark,5
shots fired,Expression acknowledging insult or challenge,He said that? Shots fired!,4
shoulder to cry on,Supportive listener,She’s always been my shoulder to cry on,5
shout fire in a crowded theater,Exercise free speech dangerously,You can’t shout fire in a crowded theater,3
shove it up your ass,Crude expression of rejection,You can shove it up your ass!,4
shove something down someone's throat,Force an opinion or rule,They’re shoving new policies down our throats,5
show a clean pair of heels,Run away quickly,He showed a clean pair of heels to escape,3
show a leg,Wake up or get moving,Show a leg, sailors!,3
show ankle,Display slight flirtation,She showed a bit of ankle at the ball,2
show colour,Reveal true opinion or nature,He finally showed his true colour,2
shower down,Fall heavily (rain),It started to shower down just before noon,3
show off,Display boastfully,He loves to show off his new car,5
show one's butt,Behave foolishly or embarrassingly,He really showed his butt at the party,3
show one's cards,Reveal intentions,She refused to show her cards too early,4
show one's teeth,Demonstrate aggression,The company showed its teeth in negotiations,3
show one's true colors,Reveal real character,He showed his true colors under pressure,5
show one's true stripes,Reveal genuine beliefs,She showed her true stripes during the debate,4
show someone a good time,Entertain someone well,We’ll show you a good time in the city,4
show someone a thing or two,Demonstrate skill or superiority,He’ll show them a thing or two about coding,4
show someone one's etchings,Invite someone for intimacy,He invited her in to see his etchings,3
show someone the door,Ask someone to leave,The boss showed him the door,4
show the flag,Display presence or support,The ambassador showed the flag at the summit,3
show up,Arrive or embarrass,She showed up late again,5
show who's boss,Assert authority,He showed them who’s boss,4
shrinking violet,Shy or modest person,She’s no shrinking violet when it comes to debate,4
shuffle off this mortal coil,Die (Shakespearean),He shuffled off this mortal coil peacefully,4
shut my mouth,Expression of surprise,Well shut my mouth!,4
shut one's eyes,Ignore or rest,He shut his eyes to the problem,4
shut one's eyes and think of England,Endure unpleasant sex (archaic),She shut her eyes and thought of England,2
shut one's face,Be quiet,Shut your face!,4
shut one's gob,Be quiet (British slang),Shut your gob!,4
shut one's trap,Stop talking,Shut your trap!,4
shy bladder,Inability to urinate in public,He suffers from shy bladder,3
sick and tired,Fed up or frustrated,He’s sick and tired of the noise,5
sick as a parrot,Deeply disappointed (British),He was sick as a parrot after losing,4
sick at heart,Deeply saddened,She was sick at heart over the news,4
sick list,List of ill or unfit people,He’s on the sick list this week,3
sick man,Weak or failing entity,The country is the sick man of Europe,3
sick puppy,Disturbed or twisted person,That guy’s a sick puppy,4
sick to the back teeth,Extremely fed up (British),I’m sick to the back teeth of excuses,4
side issue,Minor or unrelated concern,That’s a side issue right now,4
sift out,Filter or remove,They sifted out unqualified applicants,4
sift through,Examine carefully,We sifted through the data for clues,4
sigh of relief,Feeling of comfort after stress,She let out a sigh of relief,5
sight for sore eyes,Pleasant or welcome sight,You’re a sight for sore eyes!,5
sight to behold,Impressive scene,The sunrise was a sight to behold,4
sight unseen,Without prior viewing,He bought the car sight unseen,4
sign in,Register or log into a system,Please sign in before entering,5
sign off,End communication or approval,She signed off on the report,5
sign of the times,Indicator of current trends,That’s just a sign of the times,5
sign on,Join or agree to participate,He signed on as a consultant,4
sign on the dotted line,Formally agree or commit,Just sign on the dotted line,5
silent as the grave,Completely silent,The room was silent as the grave,5
silent killer,Dangerous but unnoticed threat,High blood pressure is a silent killer,5
silky smooth,Extremely smooth or refined,Her voice is silky smooth,4
silly me,Acknowledgment of a small mistake,Silly me — I forgot the keys,5
silly money,Very high price (British),They’re offering silly money for that flat,4
silly season,Period with trivial news (summer),It’s the silly season for tabloids,3
silver-lined,Having a positive side,Every cloud is silver-lined,3
silver screen,Cinema or film industry,He’s a legend of the silver screen,4
silver sheet,Photographic or reflective surface,He examined the silver sheet under light,2
silver spoon,Privileged birth,He was born with a silver spoon in his mouth,5
silver tongue,Fluent and persuasive speech,He has a silver tongue,5
silver-tongued,Eloquent and persuasive,The silver-tongued lawyer won the case,4
simmer down,Calm or relax,Everyone needs to simmer down,5
simple as kiss your hand,Very easy (archaic),The task is simple as kiss your hand,2
simplicity itself,Extremely simple,The new design is simplicity itself,4
sing along,Sing with others to a song,We all sang along to the chorus at the concert,5
singe one's wings,Experience a minor setback from overambition,He tried to expand too fast and singed his wings,2
sing for one's supper,Work or perform to earn one's keep,The band had to sing for their supper in small clubs,3
sing from the same hymnbook,Agree or follow the same plan,The team sings from the same hymnbook on strategy,4
singing soprano,High female singing voice,She was a singing soprano in the choir,3
single-minded,Extremely focused on one goal,He’s single-minded about finishing the PhD,4
single out,Choose one person or thing from many,They singled her out for praise,5
sing off the same hymn sheet,Agree precisely on details (variant of hymnbook),They seemed to sing off the same hymn sheet during the briefing,3
sing small,Downplay oneself or be modest,After his success he began to sing small,2
sing soprano,Perform in the soprano vocal range,She can sing soprano parts effortlessly,3
sing the praises of,Praise enthusiastically,He constantly sings the praises of the new policy,4
sing the same tune,Express the same opinion or justification,After the meeting they all sang the same tune,4
sink in,Become understood or absorbed,It took a moment for the news to sink in,5
sinking ship,A failing enterprise or endeavor,Investors abandoned the sinking ship,4
sin tax,Tax on goods considered harmful (e.g., tobacco),The government raised the sin tax on cigarettes,3
siren song,Tempting but dangerous appeal,The quick-money scheme was a siren song,4
sit back,Relax or take no action,You can’t just sit back while things fall apart,5
sit in,Attend or observe an event (often protest),Students sat in to demand change,3
sit in for,Substitute for someone temporarily,She sat in for the lead actor last night,3
sit in with,Perform together with another group,He sat in with the jazz quartet for a tune,2
sit on,Delay making a decision or keep secret,They sat on the report for weeks,4
sit on a tack,Be very uncomfortable (literal/figurative),I felt like I was sitting on a tack during the meeting,1
sit one's ass down,Crude command to sit and be quiet,Alright, sit your ass down and listen,2
sit on one's ass,Do nothing; be idle,You can’t just sit on your ass and expect results,4
sit on one's hands,Refrain from acting,He sat on his hands instead of intervening,3
sit on the fence,Remain neutral or undecided,You can’t sit on the fence this time,5
sit right,Feel appropriate or correct,That solution sits right with me,3
sit still,Remain motionless or patient,Sit still while I fix your hair,4
sit through,Endure the duration of something,We had to sit through a three-hour lecture,4
sit tight,Wait patiently and hold position,Sit tight — I’ll be right back,5
sitting duck,Easy target or victim,Without support the convoy was a sitting duck,4
sitting pretty,In a comfortable or advantageous position,After the acquisition they were sitting pretty,4
sit with,Spend time considering or be tolerant of,Take that news and sit with it for a while,3
six and two threes,Redundant way to say “six of one…” (rare),It’s six and two threes — no real difference,1
six feet under,Dead and buried,He’s been six feet under for ten years,5
six of one, half a dozen of the other,Two options that are effectively the same,Six of one, half a dozen of the other — choose whichever,5
six of the best,Corporal punishment of six strokes (historic) or severe reprimand,He was told he’d get six of the best if he misbehaved,1
six-pack of rolls,Small set of baked goods (literal),She bought a six-pack of rolls for dinner,1
sixth-rate,Very poor quality,That product is utterly sixth-rate,2
six ways to Sunday,Completely or thoroughly,He examined the plan six ways to Sunday,4
size queen,Person preferring large sexual partners (slang),He bragged about being a size queen — crude slang,1
size up,Assess or evaluate someone or something,Let’s size up the competition before deciding,5
skate around,Avoid confronting a topic,Stop skating around the issue and answer,4
skate one's lane,Stay within one’s role or expertise,Please skate your lane and let the devs handle that,2
skate on thin ice,Take risky actions that could lead to trouble,He’s skating on thin ice with management,5
skate over,Deal with superficially,The report skates over the real problems,4
skeleton,Basic structure or hidden problem,They revealed the skeleton of the new system,2
skeleton at the feast,Unwelcome reminder of past mistakes,The audit was a skeleton at the feast for the CEO,1
skeleton crew,Minimum number of staff needed to operate,The ship sailed with a skeleton crew,4
skeleton in the closet,Shameful secret,He has a skeleton in the closet he won’t admit,5
skeleton in the cupboard,British variant of skeleton in the closet,There’s a skeleton in the cupboard in that company’s history,2
ski-jump nose,Prominent or pointed nose (colloquial),He’s got a ski-jump nose like his grandfather,1
skin and bones,Extremely thin,After the illness he was skin and bones,4
skin in the game,Having personal stake or investment,Investors want founders to have skin in the game,5
skin trade,Sex work or related industry (euphemistic),He used to work in the skin trade — sensitive topic,1
skip a beat,Pause briefly (often from surprise),My heart skipped a beat when I heard her name,5
skip out,Leave abruptly or avoid responsibility,He skipped out before paying the bill,4
skip rope,Jump rope as exercise,The kids skipped rope at recess,3
skirt chaser,Man who pursues many women,He’s known as a real skirt chaser,3
skittles party,Informal social gathering centered on skittles,They held a skittles party at the pub,1
skunk at a garden party,Embarrassing or unwelcome guest,His crude joke made him the skunk at the garden party,2
slam down,Place forcefully or accept strongly,She slammed down the phone in anger,3
slam dunk,Obvious success or sure thing,That marketing idea is a slam dunk,5
slam on the brakes,Brake suddenly or stop an activity immediately,When the deer crossed, he slammed on the brakes,4
slap and tickle,Playful physical intimacy (euphemistic),They reminisced about young slap and tickle days,1
slap leather,Draw a weapon quickly (Western),They slapped leather and charged into the fray,1
slap someone around,Physically or verbally abuse or chastise,The bully slapped him around after school,2
slave to fashion,Obsessed with following trends,She’s a slave to fashion with new outfits weekly,3
sleep,Cease wakeful activity; rest,I need to get some sleep tonight,5
sleep a wink,Get any sleep at all,I didn’t sleep a wink before the presentation,5
sleep camel,Variant/rare phrase (likely error); treat as “sleep” — rest,He needs his sleep camel — uncommon phrasing,1
sleep funny,Feel discomfort after sleeping oddly,I slept funny and my neck hurts now,2
sleep in,Stay in bed later than usual,I’ll sleep in on Sunday,5
sleeping at the switch,Fail to act or pay attention at a critical time,They were sleeping at the switch when the deadline hit,4
sleeping giant,Large dormant power or potential that can be activated,The market is a sleeping giant waiting to be tapped,3
sleeping policeman,Speed bump (British),Slow down — there’s a sleeping policeman ahead,3
sleep in heavenly peace,Sleep peacefully (euphemistic, song),May he rest and sleep in heavenly peace,2
sleep off,Recover from intoxication by sleeping it off,He’s trying to sleep off last night’s party,4
sleep on,Delay decision until later after reflection,Sleep on the offer and tell me tomorrow,5
sleep rough,Sleep outdoors without shelter,Some people are forced to sleep rough in winter,4
sleep together,Have sexual relations or simply share a bed,They began to sleep together after dating,4
sleep with,Have sexual relations with (or share bed),He’s slept with several partners,4
sleep with the fishes,Be murdered and disposed of at sea (mob idiom),After the betrayal, he was told he’d sleep with the fishes,2
sleeveless errand,Obsolete phrase — likely futile task,That was a sleeveless errand — pointless,1
sleeves from one's vest,Indicate hard work or effort,He rolled up the sleeves from his vest and began,1
sleight of hand,Deceptive manual skill or trickery,The illusion relied on exquisite sleight of hand,4
slender reed,Weak support or defense,His excuse rested on a slender reed,2
sling along,Carry or move casually,Just sling along the bags and we’ll sort them later,2
sling off,Leave quickly or insult,He slung off before we could ask questions,1
sling one's hook,Go away; leave (British),Sling your hook and don’t come back,2
slings and arrows,Misfortunes or criticisms of life,He endured the slings and arrows of public life,4
sling to,Throw toward or assign (rare/archaic),He slung the message to the front desk,1
slip back to old ways,Revert to former bad habits,He slipped back to old ways after a month,4
slip into,Enter quietly or adopt state,She slipped into a chair and relaxed,5
slip of the pen,Writing mistake,It was a slip of the pen — the date is wrong,4
slip of the tongue,Saying something accidentally,It was just a slip of the tongue — I didn’t mean that,5
slippery as an eel,Very slippery or hard to hold/understand,The politician is as slippery as an eel,3
slip someone's mind,Be forgotten temporarily,It slipped my mind to call her back,5
slip the cable,Break a connection or escape (nautical/mechanical),The winch slipped the cable under heavy load,1
slip through the cracks,Be overlooked or neglected,Some applications slipped through the cracks,4
slip up,Make a minor mistake or error,Don’t slip up on this form,5
slip-up,Mistake or blunder,That slip-up cost them the contract,4
slit someone's throat,Kill or betray violently (literal/figurative),He threatened to slit his throat in despair — violent phrase,1
slop bowl,Container for waste or food scraps,They tipped the peels into the slop bowl,1
slop out,Empty waste containers (esp. prison slang),Inmates were forced to slop out every morning,2
slow burn,Gradual build-up of emotion or tension,The movie was a slow burn but worth it,4
slow-burn,Describing something that develops gradually,It’s a slow-burn romance,4
slow-burning,Developing slowly or steadily,The slow-burning fuse finally reached the charge,3
slower than molasses,Extremely slow,This computer is slower than molasses,5
slow march,Steady deliberate progress,The plan advanced at a slow march,2
slow off the mark,Slow to react,He was a bit slow off the mark during the quiz,3
slow on the uptake,Slow to understand,He’s kind but slow on the uptake,5
slow study,Person who learns slowly,He’s a slow study but gets there eventually,3
slow up,Delay or reduce speed,Traffic slowed up near the tunnel,3
slow-walk,Intentionally delay progress,They’re slow-walking the reform bill,3
slug away,Work persistently and hard,He kept slugging away at his research,3
slug it out,Fight or compete fiercely,The two teams slugged it out until the end,4
slut's wool,Dust or fluff gathered under furniture,She swept up the slut’s wool under the bed,1
small change,Something insignificant or minor,That fee is small change compared to the total,4
small dick energy,Insecure overcompensation (slang insult),He acted with pure small dick energy,3
small fry,Unimportant people or things,We’re just small fry in this business,4
small potatoes,Something trivial or minor,That’s small potatoes compared to last year’s loss,5
small print,Important details hidden in fine text,Always read the small print before signing,5
